"","State","CMS.Certification.Number..CCN..","Provider.Name","Address","City","Zip","Phone","Type.of.Ownership","Offers.Nursing.Care.Services","Offers.Physical.Therapy.Services","Offers.Occupational.Therapy.Services","Offers.Speech.Pathology.Services","Offers.Medical.Social.Services","Offers.Home.Health.Aide.Services","Date.Certified","Quality.of.Patient.Care.Star.Rating","How.often.the.home.health.team.began.their.patients..care.in.a.timely.manner","How.often.the.home.health.team.taught.patients..or.their.family.caregivers..about.their.drugs","How.often.the.home.health.team.checked.patients..risk.of.falling","How.often.the.home.health.team.checked.patients.for.depression","How.often.the.home.health.team.determined.whether.patients.received.a.flu.shot.for.the.currnet.flu.season","How.often.the.home.health.team.made.sure.that.their.patients.have.received.a.pneumococcal.vaccine..pneumonia.shot..","With.diabetes..how.often.the.home.health.team.got.doctor.s.orders..gave.foot.care..and.taught.patients.about.foot.care","How.often.patients.got.better.at.walking.or.moving.around","How.often.patients.got.better.at.getting.in.and.out.of.bed","How.often.patients.got.better.at.bathing","How.often.patients..breathing.improved","How.often.patients..wounds.improved.or.healed.after.an.operation","How.often.patients.got.better.at.taking.their.drugs.correctly.by.mouth","How.often.home.health.patients.had.to.be.admitted.to.the.hospital","How.often.patients.receiving.home.health.care.needed.urgent..unplanned.care.in.the.ER.without.being.admitted","Changes.in.Skin.Integrity.Post.Acute.Care..Pressure.Ulcer.Injury","How.often.physician.recommended.actions.to.address.medication.issues.were.completely.timely","DTC.Numerator","DTC.Denominator","DTC.Observed.Rate","DTC.Risk.Standardized.Rate","DTC.Risk.Standardized.Rate..Lower.Limit.","DTC.Risk.Standardized.Rate..Upper.Limit.","DTC.Performance.Categorization","PPR.Numerator","PPR.Denominator","PPR.Observed.Rate","PPR.Risk.Standardized.Rate","PPR.Risk.Standardized.Rate..Lower.Limit.","PPR.Risk.Standardized.Rate..Upper.Limit.","PPR.Performance.Categorization","How.much.Medicare.spends.on.an.episode.of.care.at.this.agency..compared.to.Medicare.spending.across.all.agencies.nationally","No..of.episodes.to.calc.how.much.Medicare.spends.per.episode.of.care.at.agency..compared.to.spending.at.all.agencies..national."
"843","CA","059021","CARDINAL HOME HEALTH CARE","226 WEST E STREET","ONTARIO",91762,9099930971,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-11-18,"3.0",97.7,100,99.3,97.9,69.1,81.4,95.4,78.9,68.8,80.6,84.7,91,69,21.6,10.9,0,87.7,234,"350.0","66.86","73.41","68.71","78.68","Worse Than National Rate","9.0","190.0","4.74","3.68","2.61","5.23","Same As National Rate","1.14",975
"844","CA","059022","DEPENDABLE HOME HEALTH, INC","16922 AIRPORT BOULEVARD, BUILDING 1, SUITE 17","MOJAVE",93501,6618240133,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-01-30,"4.0",97.5,99,100,100,75,69.4,100,72.5,90,85.9,83.1,NA,81.3,14,23.4,0.18,100,157,"236.0","66.53","75.46","68.80","81.61","Same As National Rate","2.0","122.0","1.64","3.20","2.34","4.54","Same As National Rate","0.94",644
"845","CA","059023","ARKEN HEALTHCARE SERVICES, INC","1700 HAMNER AVE, SUITE # 200","NORCO",92860,9512797877,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-11-19,"2.0",68.8,91.7,100,91.7,78.4,35.4,NA,70.2,74.6,62.9,88.7,NA,52.7,23.3,8,0,68.8,55,"65.0","84.62","85.24","75.41","92.25","Same As National Rate","","15.0","Not Available","Not Available","Not Available","Not Available","","0.72",101
"846","CA","059025","BRIDGE HOME HEALTH INLAND EMPIRE","777 E TAHQUITZ  CANYON WAY  STE 341","PALM SPRINGS",92262,7603275317,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-10-24,"2.5",90.2,98.7,99.8,97.7,71.3,79.1,98.9,72.7,74.4,73.1,78.6,93.6,62.3,14.6,16.1,0.05,95.6,2650,"3292.0","80.50","88.76","87.42","90.37","Better Than National Rate","51.0","1829.0","2.79","2.97","2.45","3.68","Same As National Rate","0.98",4364
"847","CA","059026","AFFINITY HOME HEALTH CARE SERVICES, INC","6960 MAGNOLIA AVE, SUITE 201","RIVERSIDE",92506,9517851287,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-11-19,"3.5",95.8,96.1,99.1,98.1,79.6,89,96.1,79.6,84.9,82.3,90.1,NA,77.7,18.1,12.2,0,89.9,392,"492.0","79.67","88.01","84.73","91.78","Better Than National Rate","8.0","181.0","4.42","3.43","2.51","4.65","Same As National Rate","0.95",1065
"848","CA","059027","A FLYING EAGLE HOME HEALTH","5775 E LOS ANGELES AVENUE, SUITE #100","SIMI VALLEY",93063,8055829389,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-04-10,"4.5",94.2,98.3,100,97.1,91.6,94.9,100,90.3,94.2,89.4,92.2,89.6,80.9,14.7,13.8,0,72.4,375,"487.0","77.00","82.37","78.98","86.02","Better Than National Rate","13.0","370.0","3.51","3.70","2.71","4.97","Same As National Rate","0.91",991
"849","CA","059028","BROOKDALE HOME HEALTH","5674 STONERIDGE DRIVE SUITE 210","PLEASANTON",94588,9252248675,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-12-29,"4.0",98.1,99.2,99.4,97.1,92.9,91.5,97.3,78.9,82.3,87.3,86.7,89.4,77.3,16.8,16.5,0.04,97.1,758,"949.0","79.87","87.06","84.36","89.80","Better Than National Rate","5.0","281.0","1.78","3.06","2.21","4.10","Same As National Rate","1.05",1235
"850","CA","059031","HOME HEALTH 4U, INC","15650 DEVONSHIRE ST STE 200","GRANADA HILLS",91344,8188921200,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-01-24,"2.5",100,94.4,98.7,98,72.2,77.1,94.7,60.2,61.9,54.6,77.1,59.4,47.6,12.2,7.9,0.21,90.3,432,"598.0","72.24","79.51","75.71","83.65","Same As National Rate","22.0","460.0","4.78","4.08","3.11","5.37","Same As National Rate","1.02",1279
"851","CA","059032","ANGELS ON EARTH HOME HEALTH INC","4959 PALO VERDE ST#201A","MONTCLAIR",91763,9094474615,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-03-05,"4.0",98.2,99.6,100,84.9,51.2,95.7,100,83.2,77,100,74.2,NA,78.8,11.9,14.8,0.1,98.9,374,"397.0","94.21","95.73","93.41","98.01","Better Than National Rate","","17.0","Not Available","Not Available","Not Available","Not Available","","0.70",543
"852","CA","059033","IMPERIAL HOME HEALTH","16484 VICTOR STREET","VICTORVILLE",92395,7609516688,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-01-19,"2.0",83,98.8,89.3,98.7,47.3,51.6,97.3,55.7,60.1,68.5,58.4,72.5,57.9,6.7,12.3,0,82.5,96,"187.0","51.34","56.58","49.67","64.16","Worse Than National Rate","2.0","116.0","1.72","3.19","2.22","4.43","Same As National Rate","1.09",643
"853","CA","059034","STAR MED HOME HEALTH CARE","10535 FOOTHILL BLVD #270","RANCHO CUCAMONGA",91730,9099897224,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-03-24,"2.0",96.9,90.8,100,100,90.7,73.8,85.7,56.4,56.6,50.3,70.5,NA,71,25.8,9.3,0,89.2,67,"101.0","66.34","73.48","63.68","82.40","Same As National Rate","0.0","32.0","0.00","3.32","2.44","4.70","Same As National Rate","1.07",261
"854","CA","059035","CENTRAL HOME HEALTH AGENCY","210 N. CENTRAL AVENUE, SUITE 210","GLENDALE",91203,8182420439,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-01-09,"2.0",100,98.1,100,100,29.9,27.3,84.9,54.2,44.8,40.5,31.4,NA,13.3,10.7,8.4,0.15,78.8,515,"667.0","77.21","77.62","74.47","81.10","Same As National Rate","13.0","149.0","8.72","4.11","3.05","5.52","Same As National Rate","0.89",1242
"855","CA","059037","LEGACY HOME HEALTH CARE","12440 FIRESTONE BLVD SUITE 240","NORWALK",90650,5626512358,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-01-30,"4.5",85.4,8.8,93.3,79.1,2,0.7,66.7,100,100,100,100,96.4,100,13,10.4,0.21,9.3,159,"255.0","62.35","67.04","61.32","72.61","Worse Than National Rate","8.0","139.0","5.76","3.69","2.65","5.06","Same As National Rate","0.91",1004
"856","CA","059040","STAR WORLD HOME HEALTH CARE SERVICES, INC.","7400 VAN NUYS BLVD, SUITE 240","VAN NUYS",91405,8189942224,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-02-04,"4.5",96.9,98.7,100,99.4,96.5,98.8,100,94.5,100,90.5,93.8,87.3,99.3,16.1,8.1,0.19,98.7,171,"201.0","85.07","85.13","80.04","89.46","Better Than National Rate","4.0","115.0","3.48","3.66","2.62","5.12","Same As National Rate","0.89",338
"857","CA","059041","AM & PM HOME HEALTH AGENCY, INC","6737 SEPULVEDA BLVD","VAN NUYS",91411,8189041010,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-11-20,"4.0",96.9,99.5,100,100,55.6,23.2,100,82.7,75.2,94.3,73.7,NA,89.9,10.2,2.8,0.12,89.2,300,"331.0","90.63","89.09","85.46","91.91","Better Than National Rate","","18.0","Not Available","Not Available","Not Available","Not Available","","0.83",685
"858","CA","059045","OPTIMUM HOME HEALTHCARE, INC","20121 VENTURA BLVD SUITE 302","WOODLAND HILLS",91364,8188885889,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-04-06,"2.0",93.5,91.5,97.3,98.1,68.1,81.6,93.6,53.3,59.6,64.1,86.2,NA,40.8,17.5,13,0.35,88.2,167,"214.0","78.04","77.63","71.65","82.89","Same As National Rate","1.0","53.0","1.89","3.44","2.49","4.90","Same As National Rate","0.78",533
"859","CA","059046","CALIFORNIA'S BEST HOME HEALTH SERVICES, INC","2495 E. ORANGETHORPE AVE. STE. 101","FULLERTON",92831,7149910996,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-04-12,"2.0",87.4,95.1,99.1,90.6,84.6,81.3,98.4,66.9,62.3,72.2,78.9,82.4,51.7,13.2,15.2,0,95.5,294,"378.0","77.78","86.29","81.59","91.01","Better Than National Rate","12.0","357.0","3.36","3.39","2.47","4.62","Same As National Rate","1.06",583
"860","CA","059049","VALLEY HOME HEALTH CARE AGENCY, INC","5530 CORBIN AVENUE, SUITE 112","TARZANA",91356,8183000223,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-02-25,"5.0",99.5,99.8,100,99.2,92.2,95,100,80,92,90.4,93,96.1,89.6,12.3,11.5,0,98.9,489,"669.0","73.09","80.05","76.55","83.46","Same As National Rate","7.0","302.0","2.32","3.07","2.29","4.06","Same As National Rate","1.00",1440
"861","CA","059051","BAYCAL HOME HEALTH CARE SERVICES, INC.","1605 S. MAIN STREET, SUITE 105","MILPITAS",95035,4084140019,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-07-10,"2.0",82.4,94.5,98.5,94.5,79.1,76.7,95.5,59,80.3,59.9,86.2,NA,47.6,15.9,16.1,0.25,81.1,98,"121.0","80.99","82.15","74.60","88.30","Same As National Rate","0.0","52.0","0.00","3.30","2.25","4.78","Same As National Rate","0.77",143
"862","CA","059052","UNITED HOME HEALTH AGENCY, INC","4001 W ALAMEDA AVE, SUITE 202","BURBANK",91505,8187558777,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-01,"2.0",99.3,99.3,98.5,99.3,16.7,33.2,96.6,61,55,47.7,67,NA,31.6,13,14.1,0.07,47.9,183,"313.0","58.47","60.12","54.44","65.59","Worse Than National Rate","3.0","61.0","4.92","3.54","2.51","4.97","Same As National Rate","0.88",660
"863","CA","059053","NEAT HOME CARE, INC","3800 W BURBANK BLVD, SUITE 102","BURBANK",91504,8188597007,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-08,"2.5",100,100,100,100,89,40.5,100,33.3,41.1,69.7,65.2,NA,27.8,11.8,6.8,0,99.4,343,"383.0","89.56","91.43","88.43","94.27","Better Than National Rate","10.0","94.0","10.64","4.10","2.95","5.66","Same As National Rate","0.95",756
"864","CA","059054","CARELINK HOME HEALTH INC","187 E WILBUR RD STE 16","THOUSAND OAKS",91360,8052301211,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-06-25,"4.5",97.8,99.1,100,95.1,79.4,96.4,99,90.4,94.3,85.6,96.2,NA,74.4,15.6,11.5,0.31,65.9,279,"322.0","86.65","91.85","88.16","95.49","Better Than National Rate","12.0","292.0","4.11","3.59","2.65","4.81","Same As National Rate","0.96",484
"865","CA","059055","LIFEGUARD HOME HEALTH","5976 W LAS POSITAS BLVD  SUITE 106","PLEASANTON",94588,5104010007,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-03,"4.5",99.5,98.3,99.6,99.4,94.2,93.3,99.3,82.6,82.3,83.8,88,96.7,82.3,15.8,16.1,0.11,99.2,723,"868.0","83.29","91.98","89.12","94.75","Better Than National Rate","19.0","384.0","4.95","3.72","2.76","4.79","Same As National Rate","0.89",1190
"866","CA","059057","LIFESAVERS' HOME HEALTH SERVICES, INC","903 W WILSHIRE BLVD","FULLERTON",92832,7148766280,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-02-17,"3.0",91.5,98.5,99.6,98.2,91.9,98,96.6,74.4,73.9,81.4,82.6,72.6,70.8,13,11.3,0,80.3,461,"622.0","74.12","83.15","79.25","86.76","Better Than National Rate","10.0","387.0","2.58","3.12","2.28","4.23","Same As National Rate","0.99",1273
"867","CA","059058","SENTRY HOME HEALTH SERVICES INC","210 SOUTH IRWINDALE AVENUE","AZUSA",91702,6265078688,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-04-08,"4.0",86.5,97.2,100,99.6,78.7,48.8,100,70.1,98,89.3,81.3,NA,80.9,10.2,11.6,0.19,86.1,260,"273.0","95.24","93.14","89.79","95.37","Better Than National Rate","","12.0","Not Available","Not Available","Not Available","Not Available","","0.68",307
"868","CA","059060","WISDOM HEALTH CARE SERVICES, INC","12509 OXNARD STREET, SUITE 203","N HOLLYWOOD",91606,3103243290,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2009-04-11,"3.5",99.8,99.8,99.8,100,24.5,5.3,100,60.8,43.7,74.4,90.2,NA,93.7,11.8,5.4,0.13,99.1,506,"557.0","90.84","90.39","87.73","92.69","Better Than National Rate","5.0","40.0","12.50","3.95","2.63","5.59","Same As National Rate","0.89",1150
"869","CA","059062","HEALTHY LIVING AT HOME, LLC","1879 LUNDY AVENUE, SUITE 113","SAN JOSE",95131,4083240600,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-08-31,"3.5",96.7,99.9,99.8,99.7,90.2,91,99.1,79.4,82.3,82.6,85.5,89.9,74.6,13.1,13.6,0.05,99.4,1437,"1686.0","85.23","90.45","88.82","92.35","Better Than National Rate","26.0","1080.0","2.41","3.04","2.37","3.93","Same As National Rate","0.95",2003
"870","CA","059064","ASN HORIZON HOME HEALTH, INC","1209 NORTH CENTRAL AVENUE SUITE 205","GLENDALE",91202,8182406700,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-07-13,"2.0",99.5,95.2,100,100,67.6,78,100,69.8,50.3,62.5,65.3,NA,51,17.8,6.8,0.04,77.6,261,"321.0","81.31","81.38","76.95","85.44","Same As National Rate","1.0","118.0","0.85","3.17","2.27","4.41","Same As National Rate","0.91",569
"871","CA","059066","NOVA HOME HEALTH INC","1551 W 13TH STREET SUITE 103","UPLAND",91786,9099810100,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-26,"2.0",87.1,98.8,100,100,69.5,73.2,97.5,49.1,61.3,65.4,71.8,NA,57.7,7.1,26.2,0,91.8,43,"68.0","63.24","73.46","61.13","83.49","Same As National Rate","2.0","41.0","4.88","3.51","2.50","4.85","Same As National Rate","0.74",160
"872","CA","059067","LIFELINK HEALTH PROVIDERS, INC","211 W FOOTHILL BLVD, SUITE A","GLENDORA",91741,6263879650,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-05-04,"3.0",99,93.7,99.6,95.2,79.7,73.6,94.5,73.1,77,80.2,84.7,86.1,61.5,17.6,10.6,0.21,81.2,584,"821.0","71.13","78.54","75.43","81.89","Same As National Rate","16.0","364.0","4.40","3.47","2.65","4.71","Same As National Rate","1.01",1731
"873","CA","059068","LGA HOME HEALTH, INC","1314 W GLENOAKS BLVD, SUITE 101","GLENDALE",91201,8182441841,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-06-19,"2.0",97,93.9,100,97,56.7,57.6,NA,44,51.7,55.6,88.1,NA,46.7,14.4,9.5,0.03,72.7,37,"71.0","52.11","56.45","45.72","68.16","Worse Than National Rate","","12.0","Not Available","Not Available","Not Available","Not Available","","0.98",176
"874","CA","059069","J & L HOME HEALTH SERVICES, INC","2161 COLORADO BLVD, SUITE 205","LOS ANGELES",90041,3232553191,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-03-13,"2.5",100,100,100,100,98,100,100,65.3,57.5,68.6,81.7,NA,46.7,20.6,6.9,0,100,85,"149.0","57.05","63.93","56.60","72.67","Worse Than National Rate","","15.0","Not Available","Not Available","Not Available","Not Available","","1.08",476
"875","CA","059071","ANX HOME HEALTHCARE","455 HICKEY BLVD, SUITE 415","DALY CITY",94015,6509915177,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-10-08,"4.5",98.6,97.1,99.6,85.3,73.5,75.4,83.4,88.7,89.7,91.8,96.8,95.9,84.3,16.1,12.9,0.16,93.8,1054,"1491.0","70.69","78.22","75.87","80.84","Same As National Rate","50.0","977.0","5.12","4.20","3.32","5.16","Same As National Rate","0.93",2061
"876","CA","059073","FIDELITY HOME HEALTH CARE INC","4195 VALLEY FAIR ST STE 106","SIMI VALLEY",93063,8055777655,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-07,"3.0",100,100,100,98.8,92.1,94,100,74.2,58.4,69.1,69.9,NA,78.7,15.5,9.8,0,99.4,73,"182.0","40.11","45.72","37.97","53.98","Worse Than National Rate","1.0","34.0","2.94","3.49","2.52","4.92","Same As National Rate","1.23",927
"877","CA","059074","HAPPY HEALTH CARE, INC","20945 DEVONSHIRE ST, STE 106","CHATSWORTH",91311,8188846100,"Proprietary","Yes","Yes","Yes","Yes","Yes","No",2009-08-01,"4.5",100,100,100,100,100,100,100,67.7,90.4,90.9,93.5,NA,73.1,NA,NA,0,100,31,"40.0","77.50","95.36","79.30","100","Better Than National Rate","0.0","24.0","0.00","3.33","2.33","4.58","Same As National Rate","0.91",104
"878","CA","059076","BONUM HOME HEALTH SERVICES","2000 W MAGNOLIA, SUITE 206","BURBANK",91506,8185563711,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-08-13,"4.5",99.2,99,100,100,67.8,62.2,100,91.1,100,79.2,90,95.9,90.6,12.4,9.1,0,96.4,605,"693.0","87.30","89.89","87.25","92.55","Better Than National Rate","6.0","209.0","2.87","3.43","2.43","4.74","Same As National Rate","0.87",961
"879","CA","059079","HEALTHY LIFE HOME CARE, INC","7400 VAN NUYS BLVD., STE. 230","VAN NUYS",91405,8189822600,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-06-16,"2.5",86.1,100,100,100,27.9,17.1,100,63.4,57.4,73.2,82.7,NA,59.6,8.7,8.2,0.23,100,216,"269.0","80.30","80.81","75.83","85.20","Same As National Rate","1.0","63.0","1.59","3.33","2.38","4.72","Same As National Rate","0.93",718
"880","CA","059080","PLATINUM CARE HOME HEALTH, INC","18344 OXNARD STREET, SUITE 208","TARZANA",91356,8187570642,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-01-22,"2.5",100,100,98.7,98.9,38.8,38.7,100,67.5,57.9,71.6,83.8,NA,45.9,18.2,16.5,0,98.9,136,"186.0","73.12","81.61","74.98","87.63","Same As National Rate","1.0","30.0","3.33","3.43","2.44","4.83","Same As National Rate","0.96",348
"881","CA","059083","DEPENDABLE HOME CARE SERVICES INC","5924 E LOS ANGELES AVE STE O","SIMI VALLEY",93063,8055820138,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-11-19,"3.5",90.2,95.8,99,99.1,76.1,57.5,100,96.8,74.8,90,77.6,NA,58.4,12.3,17.2,0,92.4,109,"183.0","59.56","63.17","56.35","70.11","Worse Than National Rate","3.0","176.0","1.70","3.40","2.50","4.88","Same As National Rate","0.93",781
"882","CA","059084","CALIFORNIA HEALTH","643 S SECOND AVENUE STE C","COVINA",91723,6269672951,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-01,"2.5",98.2,91.2,96.8,93.2,71.2,70.9,50.9,58.5,57.1,64.4,100,NA,36.8,10.6,9.1,0.35,76,366,"414.0","88.41","86.87","83.38","89.92","Better Than National Rate","6.0","74.0","8.11","3.75","2.59","5.15","Same As National Rate","0.84",565
"883","CA","059085","AMERICAN HOME HEALTH, INC.","11631 VICTORY BLVD, STE 205","N HOLLYWOOD",91606,8185076929,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-11-19,"3.0",94,99.8,100,100,82.6,52.1,98.8,77.6,57.3,89.5,90.2,88.8,52.1,16.3,6.7,0,99.8,450,"534.0","84.27","87.00","83.92","89.84","Better Than National Rate","10.0","272.0","3.68","3.80","2.84","5.09","Same As National Rate","1.11",771
"884","CA","059086","PRIVILEGE HOME HEALTH CARE INC","500 E OLIVE AVE","BURBANK",91501,8188460040,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-11-17,"2.0",97.5,98.3,98.6,96.6,86.9,68.3,98,68.7,67.9,75.8,72.9,NA,54,22.9,12.8,0,73.1,129,"190.0","67.89","74.08","67.57","80.57","Same As National Rate","1.0","73.0","1.37","3.28","2.33","4.58","Same As National Rate","0.92",639
"885","CA","059087","M J HOME HEALTH SERVICES, INC","6450 BELLINGHAM AVENUE SUITE B","NORTH HOLLYWOOD",91606,8187577500,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-08,"2.5",98.7,100,100,100,80,18.8,100,34.2,46,56.8,87.6,NA,68.3,10.5,8.2,0.09,100,457,"536.0","85.26","82.67","79.18","85.33","Better Than National Rate","0.0","24.0","0.00","3.40","2.38","4.77","Same As National Rate","0.79",1091
"886","CA","059088","HEARTEN HOME HEALTH INC","1720 E LOS ANGELES AVE STE  217","SIMI VALLEY",93065,8055782327,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",2009-08-04,"4.0",98.1,95.9,92.2,99.1,97,98.7,94.6,66.9,82.7,86.2,92.4,NA,71.3,10.6,7.4,0,95.9,417,"463.0","90.06","93.69","90.57","96.55","Better Than National Rate","5.0","176.0","2.84","3.23","2.35","4.39","Same As National Rate","0.84",529
"887","CA","059089","UNI CARE HOME HEALTH INC","1510 SOUTH ESCONDIDO BLVD, SUITE 101","ESCONDIDO",92025,7605100055,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-08,"4.0",97.9,98.2,99.8,98.8,84.6,91.8,99.5,80,82.1,87.2,90.7,91.6,83.8,15.2,8.5,0,96.7,508,"814.0","62.41","68.38","64.95","71.89","Worse Than National Rate","10.0","337.0","2.97","3.34","2.45","4.57","Same As National Rate","1.08",1999
"888","CA","059091","PRN HOME HEALTH SERVICES","15600 DEVONSHIRE ST, STE 206","GRANADA HILLS",91344,8187615511,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-07-27,"4.0",100,98.3,99.1,99.2,95.5,93.8,100,77,85.3,89.2,86.1,NA,62.3,7.6,10.4,0.07,92.4,104,"148.0","70.27","73.00","64.84","80.00","Same As National Rate","1.0","40.0","2.50","3.48","2.43","5.03","Same As National Rate","1.01",356
"889","CA","059092","DIRECT NURSING SERVICES, INC","1111 N BRAND BLVD, STE 310","GLENDALE",91202,8189859898,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-02,"4.5",99.4,98.7,100,100,63.9,66.9,100,92.4,52.1,98.4,95,NA,93.3,10.2,10.9,0,98.7,374,"425.0","88.00","93.37","90.23","96.63","Better Than National Rate","4.0","112.0","3.57","3.41","2.42","4.82","Same As National Rate","0.93",741
"890","CA","059093","R & G HOME HEALTH CARE SERVICES, INC","539 N GLENOAKS BLD, STE 204B","BURBANK",91502,8188400900,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-08-27,"4.0",94.2,95.6,99.5,97.8,86.9,85.8,100,90.7,57.3,86.5,84.6,NA,82.3,7.5,3,0,97.3,236,"274.0","86.13","87.81","83.34","91.88","Better Than National Rate","3.0","46.0","6.52","3.66","2.60","5.11","Same As National Rate","0.93",447
"891","CA","059095","QUEST HOME HEALTH, INC","3316 WEST VICTORY BLVD SUITE A","BURBANK",91505,8187655400,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-10-09,"3.0",100,95.1,100,100,44.7,52,100,76.1,56.1,80.4,54,NA,69.3,16.3,12,0,33.6,184,"196.0","93.88","96.60","92.34","99.99","Better Than National Rate","","14.0","Not Available","Not Available","Not Available","Not Available","","0.61",202
"892","CA","059096","LIRA HOME HEALTH, INC","12725 VENTURA BLVD, SUITE L","STUDIO CITY",91604,3237821815,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-09-23,"3.0",98.4,99.5,100,97.3,97.2,87.8,96.6,69.9,67.3,79.4,82.4,NA,73.7,18.6,7.6,0.01,97.3,264,"304.0","86.84","89.61","86.07","93.22","Better Than National Rate","6.0","119.0","5.04","3.58","2.62","4.89","Same As National Rate","1.09",634
"893","CA","059098","BLOSSOM RIDGE HEALTH, LLC","22 BATTERY ST., SUITE 426","SAN FRANCISCO",94111,4154342273,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-12-12,"4.0",89.1,82.6,99.2,97.4,92.9,90.5,78.6,80.8,90.1,83.4,84.1,NA,91.5,13.8,10.2,0,84,120,"163.0","73.62","77.41","69.70","83.54","Same As National Rate","3.0","32.0","9.38","3.75","2.66","5.34","Same As National Rate","0.82",245
"894","CA","059099","OPTIMA CARE HOME HEALTH SERVICES INC","8880 BENSON AVENUE SUITE 102","MONTCLAIR",91763,9096268600,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-08-19,"2.5",96.7,97.5,95.6,66.7,68.1,80.9,97.9,75.3,71.2,73.3,78.4,84.2,70.1,15,11.3,0,90.4,180,"308.0","58.44","66.84","61.42","72.45","Worse Than National Rate","2.0","107.0","1.87","3.21","2.29","4.31","Same As National Rate","1.03",946
"895","CA","059101","K & A CARE, INC.","225 E BROADWAY STE 209","GLENDALE",91205,8185075678,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-08-24,"3.5",100,98.4,100,100,30.4,4.7,NA,98.2,43,77,65.5,NA,71,8,6.1,0.1,95.3,122,"150.0","81.33","79.25","72.54","84.25","Same As National Rate","","6.0","Not Available","Not Available","Not Available","Not Available","","0.96",357
"896","CA","059104","GOLDENCARE HOME HEALTH AGENCY, INC","436 WEST BROADWAY BLVD","GLENDALE",91204,8182417094,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2009-10-02,"2.0",78.8,98.5,100,100,71.9,50,100,62.4,59.5,63.6,67.3,NA,70.9,12.4,16,0,90.9,92,"107.0","85.98","90.74","83.48","97.24","Better Than National Rate","0.0","24.0","0.00","3.38","2.27","4.76","Same As National Rate","0.85",161
